Fecha entrada,Fecha Anulacion,Fecha venta,Noches,Tip_Hab_Fra,R_Factura,AD,NI,CU,Horario_Venta,P_Alojamiento,P_Desayuno,P_Almuerzo,P_Cena,Cantidad_Habitaciones,Mes_Entrada,Mes_Venta,Antelacion,Score Canc
2020-08-17,2020-07-31,2020-07-31,3,EM,SA,2,0,0,Tarde,430.26,0.0,0.0,0.0,1,August,July,17,0.0
2020-08-17,2020-07-31,2020-07-31,3,EM,SA,2,0,0,Tarde,430.26,0.0,0.0,0.0,1,August,July,17,0.0
2020-09-04,2020-08-17,2020-07-31,2,EC,PC,2,0,0,Tarde,165.92,9.0,22.48,22.48,3,September,July,35,0.4722222222222222
2020-09-04,2020-08-17,2020-07-31,2,EC,PC,2,0,0,Tarde,165.92,9.0,22.48,22.48,3,September,July,35,0.4722222222222222
2020-09-04,2020-08-17,2020-07-31,2,EC,PC,2,0,0,Tarde,165.92,9.0,22.48,22.48,3,September,July,35,0.4722222222222222
2020-09-04,2020-08-17,2020-07-31,2,EC,PC,2,0,0,Tarde,165.92,9.0,22.48,22.48,3,September,July,35,0.4722222222222222
2020-09-04,2020-08-17,2020-07-31,2,EC,PC,2,0,0,Tarde,165.92,9.0,22.48,22.48,3,September,July,35,0.4722222222222222
2020-09-04,2020-08-17,2020-07-31,2,EC,PC,2,0,0,Tarde,165.92,9.0,22.48,22.48,3,September,July,35,0.4722222222222222
2020-08-27,2020-08-19,2020-07-31,3,EM,PC,2,0,1,Tarde,263.46,14.25,35.64,35.64,1,August,July,27,0.6785714285714286
2020-08-27,2020-08-19,2020-07-31,3,EM,PC,2,0,1,Tarde,263.46,14.25,35.64,35.64,1,August,July,27,0.6785714285714286
2020-08-03,2020-08-01,2020-07-31,2,EC,HD,2,0,0,Noche,200.52,8.36,0.0,0.0,1,August,July,3,0.25
2020-08-03,2020-08-01,2020-07-31,2,EC,HD,2,0,0,Noche,200.52,8.36,0.0,0.0,1,August,July,3,0.25
2020-08-14,2020-08-01,2020-07-31,2,DSC,SA,2,0,0,Noche,202.48,0.0,0.0,0.0,1,August,July,14,0.0666666666666666
2020-08-14,2020-08-01,2020-07-31,2,DSC,SA,2,0,0,Noche,202.48,0.0,0.0,0.0,1,August,July,14,0.0666666666666666
2020-08-14,2020-08-05,2020-07-31,3,DSC,HD,2,0,0,Noche,287.625,11.97,0.0,0.0,2,August,July,14,0.3333333333333333
2020-08-14,2020-08-05,2020-07-31,3,DSC,HD,2,0,0,Noche,287.625,11.97,0.0,0.0,2,August,July,14,0.3333333333333333
2020-08-14,2020-08-05,2020-07-31,3,DSC,HD,2,0,0,Noche,287.625,11.97,0.0,0.0,2,August,July,14,0.3333333333333333
2020-08-14,2020-08-05,2020-07-31,3,DSC,HD,2,0,0,Noche,287.625,11.97,0.0,0.0,2,August,July,14,0.3333333333333333
2020-08-06,2020-08-01,2020-07-31,3,DSC,PC,3,0,0,Noche,376.41,20.22,50.52,50.52,2,August,July,6,0.1428571428571429
2020-08-06,2020-08-01,2020-07-31,3,DSC,PC,3,0,0,Noche,376.41,20.22,50.52,50.52,2,August,July,6,0.1428571428571429
2020-08-06,2020-08-01,2020-07-31,3,DSC,PC,2,0,0,Noche,376.41,20.22,50.52,50.52,2,August,July,6,0.1428571428571429
2020-08-06,2020-08-01,2020-07-31,3,DSC,PC,2,0,0,Noche,376.41,20.22,50.52,50.52,2,August,July,6,0.1428571428571429
2020-08-17,2020-08-10,2020-07-24,3,DSC,SA,2,0,0,Ma̱ana,456.6,0.0,0.0,0.0,1,August,July,24,0.6799999999999999
2020-08-17,2020-08-10,2020-07-24,3,DSC,SA,2,0,0,Ma̱ana,456.6,0.0,0.0,0.0,1,August,July,24,0.6799999999999999
2020-08-07,2020-08-04,2020-07-31,2,EC,SA,2,0,0,Ma̱ana,285.52,0.0,0.0,0.0,2,August,July,7,0.5
2020-08-07,2020-08-04,2020-07-31,2,EC,SA,2,0,0,Ma̱ana,285.52,0.0,0.0,0.0,2,August,July,7,0.5
2020-08-07,2020-08-04,2020-07-31,2,EC,SA,2,0,0,Ma̱ana,285.52,0.0,0.0,0.0,2,August,July,7,0.5
2020-08-07,2020-08-04,2020-07-31,2,EC,SA,2,0,0,Ma̱ana,285.52,0.0,0.0,0.0,2,August,July,7,0.5
2020-08-19,2020-08-01,2020-08-01,2,EC,PC,2,0,0,Ma̱ana,284.86,15.26,38.14,38.14,1,August,August,18,0.0
2020-08-19,2020-08-01,2020-08-01,2,EC,PC,2,0,0,Ma̱ana,284.86,15.26,38.14,38.14,1,August,August,18,0.0
2020-09-04,2020-08-07,2020-08-01,2,EC,PC,2,0,0,Ma̱ana,243.56,13.08,32.7,32.7,2,September,August,34,0.1714285714285713
2020-09-04,2020-08-07,2020-08-01,2,EC,PC,2,0,0,Ma̱ana,243.56,13.08,32.7,32.7,2,September,August,34,0.1714285714285713
2020-09-04,2020-08-07,2020-08-01,2,EC,PC,2,0,0,Ma̱ana,243.56,13.08,32.7,32.7,2,September,August,34,0.1714285714285713
2020-09-04,2020-08-07,2020-08-01,2,EC,PC,2,0,0,Ma̱ana,243.56,13.08,32.7,32.7,2,September,August,34,0.1714285714285713
2020-08-21,2020-08-16,2020-08-01,2,EC,SA,2,0,0,Ma̱ana,271.92,0.0,0.0,0.0,1,August,August,20,0.7142857142857143
2020-08-21,2020-08-16,2020-08-01,2,EC,SA,2,0,0,Ma̱ana,271.92,0.0,0.0,0.0,1,August,August,20,0.7142857142857143
2020-08-14,2020-08-02,2020-08-01,2,EC,MPA,2,1,0,Ma̱ana,392.44,18.48,46.22,0.0,1,August,August,13,0.0714285714285714
2020-08-14,2020-08-02,2020-08-01,2,EC,MPA,2,1,0,Ma̱ana,392.44,18.48,46.22,0.0,1,August,August,13,0.0714285714285714
2020-08-16,2020-08-04,2020-08-01,1,EM,SA,3,0,0,Ma̱ana,88.85,0.0,0.0,0.0,1,August,August,15,0.1875
2020-08-16,2020-08-04,2020-08-01,1,EM,SA,3,0,0,Ma̱ana,88.85,0.0,0.0,0.0,1,August,August,15,0.1875
2020-08-20,2020-08-01,2020-08-01,2,EC,PC,2,0,0,Tarde,284.86,15.26,38.14,38.14,1,August,August,19,0.0
2020-08-20,2020-08-01,2020-08-01,2,EC,PC,2,0,0,Tarde,284.86,15.26,38.14,38.14,1,August,August,19,0.0
2020-08-08,2020-08-04,2020-08-01,14,DSM,PC,2,0,0,Tarde,2172.24,116.20000000000002,290.36,290.36,1,August,August,7,0.375
2020-08-08,2020-08-04,2020-08-01,14,DSM,PC,2,0,0,Tarde,2172.24,116.20000000000002,290.36,290.36,1,August,August,7,0.375
2020-08-14,2020-08-04,2020-08-01,3,EC,MPA,3,0,0,Tarde,449.01,21.24,53.07000000000001,0.0,1,August,August,13,0.2142857142857143
2020-08-14,2020-08-04,2020-08-01,3,EC,MPA,3,0,0,Tarde,449.01,21.24,53.07000000000001,0.0,1,August,August,13,0.2142857142857143
2020-08-10,2020-08-06,2020-08-01,4,EM,MPA,2,0,0,Tarde,598.0,28.28,70.68,0.0,1,August,August,9,0.5
2020-08-10,2020-08-06,2020-08-01,4,EM,MPA,2,0,0,Tarde,598.0,28.28,70.68,0.0,1,August,August,9,0.5
2020-08-14,2020-08-01,2020-08-01,3,EM,HD,3,0,0,Noche,387.93,16.169999999999998,0.0,0.0,2,August,August,13,0.0
2020-08-14,2020-08-01,2020-08-01,3,EM,HD,3,0,0,Noche,387.93,16.169999999999998,0.0,0.0,2,August,August,13,0.0
2020-08-14,2020-08-01,2020-08-01,3,EM,HD,3,0,0,Noche,387.93,16.169999999999998,0.0,0.0,2,August,August,13,0.0
2020-08-14,2020-08-01,2020-08-01,3,EM,HD,3,0,0,Noche,387.93,16.169999999999998,0.0,0.0,2,August,August,13,0.0
2020-08-20,2020-08-06,2020-08-01,3,DSM,PC,2,0,0,Noche,323.205,17.4,43.5,43.5,2,August,August,19,0.25
2020-08-20,2020-08-06,2020-08-01,3,DSM,PC,2,0,0,Noche,323.205,17.4,43.5,43.5,2,August,August,19,0.25
2020-08-20,2020-08-06,2020-08-01,3,DSM,PC,3,0,0,Noche,323.205,17.4,43.5,43.5,2,August,August,19,0.25
2020-08-20,2020-08-06,2020-08-01,3,DSM,PC,3,0,0,Noche,323.205,17.4,43.5,43.5,2,August,August,19,0.25
2020-08-20,2020-08-03,2020-08-02,5,EC,HD,2,0,0,Ma̱ana,433.9,18.1,0.0,0.0,1,August,August,18,0.0526315789473684
2020-08-20,2020-08-03,2020-08-02,5,EC,HD,2,0,0,Ma̱ana,433.9,18.1,0.0,0.0,1,August,August,18,0.0526315789473684
2020-08-30,2020-08-05,2020-08-02,2,EC,PC,2,0,0,Ma̱ana,178.8,9.68,24.18,24.18,1,August,August,28,0.1034482758620689
2020-08-30,2020-08-05,2020-08-02,2,EC,PC,2,0,0,Ma̱ana,178.8,9.68,24.18,24.18,1,August,August,28,0.1034482758620689
2020-08-07,2020-08-02,2020-08-01,2,EM,HD,2,0,0,Ma̱ana,317.96,13.24,0.0,0.0,1,August,August,6,0.1428571428571429
2020-08-07,2020-08-02,2020-08-01,2,EM,HD,2,0,0,Ma̱ana,317.96,13.24,0.0,0.0,1,August,August,6,0.1428571428571429
2020-08-18,2020-08-05,2020-08-01,3,EM,SA,2,0,0,Ma̱ana,430.26,0.0,0.0,0.0,1,August,August,17,0.2222222222222222
2020-08-18,2020-08-05,2020-08-01,3,EM,SA,2,0,0,Ma̱ana,430.26,0.0,0.0,0.0,1,August,August,17,0.2222222222222222
2020-08-07,2020-08-02,2020-08-02,2,EC,SA,2,0,0,Ma̱ana,285.52,0.0,0.0,0.0,1,August,August,5,0.0
2020-08-07,2020-08-02,2020-08-02,2,EC,SA,2,0,0,Ma̱ana,285.52,0.0,0.0,0.0,1,August,August,5,0.0
2020-08-31,2020-08-24,2020-08-02,3,DSM,MPA,2,0,0,Ma̱ana,273.66,13.080000000000002,0.0,32.7,1,August,August,29,0.7333333333333334
2020-08-31,2020-08-24,2020-08-02,3,DSM,MPA,2,0,0,Ma̱ana,273.66,13.080000000000002,0.0,32.7,1,August,August,29,0.7333333333333334
2020-08-28,2020-08-24,2020-08-02,2,EM,PC,2,0,0,Ma̱ana,175.64,9.5,23.76,23.76,1,August,August,26,0.8148148148148149
2020-08-28,2020-08-24,2020-08-02,2,EM,PC,2,0,0,Ma̱ana,175.64,9.5,23.76,23.76,1,August,August,26,0.8148148148148149
2020-08-21,2020-08-08,2020-08-02,9,EM,SA,2,0,0,Tarde,740.7199800000001,0.0,0.0,0.0,1,August,August,19,0.3
2020-08-21,2020-08-08,2020-08-02,9,EM,SA,2,0,0,Tarde,740.7199800000001,0.0,0.0,0.0,1,August,August,19,0.3
2020-08-28,2020-08-23,2020-08-02,2,EC,SA,2,0,0,Tarde,217.56,0.0,0.0,0.0,1,August,August,26,0.7777777777777778
2020-08-28,2020-08-23,2020-08-02,2,EC,SA,2,0,0,Tarde,217.56,0.0,0.0,0.0,1,August,August,26,0.7777777777777778
2020-08-24,2020-08-06,2020-08-02,3,EC,SA,2,0,0,Tarde,326.34000000000003,0.0,0.0,0.0,1,August,August,22,0.1739130434782608
2020-08-24,2020-08-06,2020-08-02,3,EC,SA,2,0,0,Tarde,326.34000000000003,0.0,0.0,0.0,1,August,August,22,0.1739130434782608
2020-08-26,2020-08-20,2020-08-02,2,EC,HD,2,0,0,Tarde,229.44,9.56,0.0,0.0,1,August,August,24,0.72
2020-08-26,2020-08-20,2020-08-02,2,EC,HD,2,0,0,Tarde,229.44,9.56,0.0,0.0,1,August,August,24,0.72
2020-08-30,2020-08-17,2020-08-02,1,EC,SA,2,2,0,Tarde,96.17,0.0,0.0,0.0,2,August,August,28,0.5172413793103448
2020-08-30,2020-08-17,2020-08-02,1,EC,SA,2,2,0,Tarde,96.17,0.0,0.0,0.0,2,August,August,28,0.5172413793103448
2020-08-30,2020-08-17,2020-08-02,1,EC,SA,3,0,0,Tarde,96.17,0.0,0.0,0.0,2,August,August,28,0.5172413793103448
2020-08-30,2020-08-17,2020-08-02,1,EC,SA,3,0,0,Tarde,96.17,0.0,0.0,0.0,2,August,August,28,0.5172413793103448
2020-08-24,2020-08-04,2020-08-02,5,EC,PC,2,0,0,Tarde,608.9,32.7,81.75,81.75,1,August,August,22,0.0869565217391304
2020-08-24,2020-08-04,2020-08-02,5,EC,PC,2,0,0,Tarde,608.9,32.7,81.75,81.75,1,August,August,22,0.0869565217391304
2020-08-26,2020-08-03,2020-08-02,2,EM,PC,2,1,0,Tarde,229.82,12.36,30.9,30.9,1,August,August,24,0.04
2020-08-26,2020-08-03,2020-08-02,2,EM,PC,2,1,0,Tarde,229.82,12.36,30.9,30.9,1,August,August,24,0.04
2020-08-05,2020-08-02,2020-08-02,4,EC,SA,2,1,0,Tarde,746.4,0.0,0.0,0.0,2,August,August,3,0.0
2020-08-05,2020-08-02,2020-08-02,4,EC,SA,2,1,0,Tarde,746.4,0.0,0.0,0.0,2,August,August,3,0.0
2020-08-05,2020-08-02,2020-08-02,4,EC,SA,2,1,0,Tarde,746.4,0.0,0.0,0.0,2,August,August,3,0.0
2020-08-05,2020-08-02,2020-08-02,4,EC,SA,2,1,0,Tarde,746.4,0.0,0.0,0.0,2,August,August,3,0.0
2020-08-17,2020-08-09,2020-08-02,2,EM,HD,2,2,0,Tarde,386.2,16.1,0.0,0.0,1,August,August,15,0.4375
2020-08-17,2020-08-09,2020-08-02,2,EM,HD,2,2,0,Tarde,386.2,16.1,0.0,0.0,1,August,August,15,0.4375
2020-08-25,2020-08-05,2020-08-02,2,DSM,PC,2,0,0,Tarde,187.66,10.14,25.36,25.36,1,August,August,23,0.125
2020-08-25,2020-08-05,2020-08-02,2,DSM,PC,2,0,0,Tarde,187.66,10.14,25.36,25.36,1,August,August,23,0.125
2020-09-08,2020-08-04,2020-08-02,3,EC,HD,3,0,0,Noche,473.22,19.71,0.0,0.0,1,September,August,37,0.0526315789473684
2020-09-08,2020-08-04,2020-08-02,3,EC,HD,3,0,0,Noche,473.22,19.71,0.0,0.0,1,September,August,37,0.0526315789473684
2020-08-23,2020-08-04,2020-08-03,3,EM,SA,2,0,0,Ma̱ana,228.57999,0.0,0.0,0.0,1,August,August,20,0.0476190476190476
2020-08-23,2020-08-04,2020-08-03,3,EM,SA,2,0,0,Ma̱ana,228.57999,0.0,0.0,0.0,1,August,August,20,0.0476190476190476
2020-08-07,2020-08-03,2020-08-02,3,EM,PC,2,1,0,Ma̱ana,617.3100000000001,32.88,82.19999999999999,82.19999999999999,1,August,August,5,0.1666666666666666
2020-08-07,2020-08-03,2020-08-02,3,EM,PC,2,1,0,Ma̱ana,617.3100000000001,32.88,82.19999999999999,82.19999999999999,1,August,August,5,0.1666666666666666
2020-08-09,2020-08-04,2020-08-02,3,EC,PC,2,0,0,Ma̱ana,439.40001,23.52,58.8,58.8,1,August,August,7,0.25
2020-08-09,2020-08-04,2020-08-02,3,EC,PC,2,0,0,Ma̱ana,439.40001,23.52,58.8,58.8,1,August,August,7,0.25
2020-08-30,2020-08-05,2020-08-02,2,EM,SA,2,2,0,Ma̱ana,214.72,0.0,0.0,0.0,1,August,August,28,0.1034482758620689
2020-08-30,2020-08-05,2020-08-02,2,EM,SA,2,2,0,Ma̱ana,214.72,0.0,0.0,0.0,1,August,August,28,0.1034482758620689
2020-08-30,2020-08-05,2020-08-02,2,EM,HD,2,2,0,Ma̱ana,235.96,9.84,0.0,0.0,1,August,August,28,0.1034482758620689
2020-08-30,2020-08-05,2020-08-02,2,EM,HD,2,2,0,Ma̱ana,235.96,9.84,0.0,0.0,1,August,August,28,0.1034482758620689
2020-08-09,2020-08-06,2020-08-03,1,EM,HD,2,1,0,Ma̱ana,163.17,6.8,0.0,0.0,1,August,August,6,0.4285714285714286
2020-08-09,2020-08-06,2020-08-03,1,EM,HD,2,1,0,Ma̱ana,163.17,6.8,0.0,0.0,1,August,August,6,0.4285714285714286
2020-08-21,2020-08-04,2020-08-03,3,EC,PC,3,0,0,Ma̱ana,539.18001,28.77,71.94,71.94,1,August,August,18,0.0526315789473684
2020-08-21,2020-08-04,2020-08-03,3,EC,PC,3,0,0,Ma̱ana,539.18001,28.77,71.94,71.94,1,August,August,18,0.0526315789473684
2020-09-05,2020-08-03,2020-08-03,2,DVM,PC,2,0,0,Ma̱ana,306.82,16.42,41.04,41.04,1,September,August,33,0.0
2020-09-05,2020-08-03,2020-08-03,2,DVM,PC,2,0,0,Ma̱ana,306.82,16.42,41.04,41.04,1,September,August,33,0.0
2020-08-16,2020-08-11,2020-08-02,6,DVM,HD,2,0,0,Ma̱ana,687.96,28.68,0.0,0.0,1,August,August,14,0.6
2020-08-16,2020-08-11,2020-08-02,6,DVM,HD,2,0,0,Ma̱ana,687.96,28.68,0.0,0.0,1,August,August,14,0.6
2020-08-07,2020-08-03,2020-08-03,2,EM,SA,2,0,0,Ma̱ana,279.2,0.0,0.0,0.0,1,August,August,4,0.0
2020-08-07,2020-08-03,2020-08-03,2,EM,SA,2,0,0,Ma̱ana,279.2,0.0,0.0,0.0,1,August,August,4,0.0
2020-08-28,2020-08-04,2020-08-03,3,DVM,MPA,2,0,0,Ma̱ana,426.9,20.22,50.52,0.0,1,August,August,25,0.0384615384615384
2020-08-28,2020-08-04,2020-08-03,3,DVM,MPA,2,0,0,Ma̱ana,426.9,20.22,50.52,0.0,1,August,August,25,0.0384615384615384
2020-08-29,2020-08-05,2020-08-03,7,EC,MPA,3,0,0,Ma̱ana,1062.47001,50.26,125.58,0.0,1,August,August,26,0.074074074074074
2020-08-29,2020-08-05,2020-08-03,7,EC,MPA,3,0,0,Ma̱ana,1062.47001,50.26,125.58,0.0,1,August,August,26,0.074074074074074
2020-08-28,2020-08-18,2020-08-03,2,EC,MPA,2,0,0,Ma̱ana,210.0,10.0,0.0,25.0,2,August,August,25,0.5769230769230769
2020-08-28,2020-08-18,2020-08-03,2,EC,MPA,2,0,0,Ma̱ana,210.0,10.0,0.0,25.0,2,August,August,25,0.5769230769230769
2020-08-17,2020-08-14,2020-08-03,7,EM,PC,2,0,0,Tarde,894.51999,48.02,119.98,119.98,1,August,August,14,0.7333333333333334
2020-08-17,2020-08-14,2020-08-03,7,EM,PC,2,0,0,Tarde,894.51999,48.02,119.98,119.98,1,August,August,14,0.7333333333333334
2020-08-16,2020-08-05,2020-08-03,14,DSC,HD,2,0,0,Tarde,1030.16998,42.98,0.0,0.0,1,August,August,13,0.1428571428571429
2020-08-16,2020-08-05,2020-08-03,14,DSC,HD,2,0,0,Tarde,1030.16998,42.98,0.0,0.0,1,August,August,13,0.1428571428571429
2020-08-03,2020-08-03,2020-08-03,1,DSM,SA,2,0,0,Tarde,147.66,0.0,0.0,0.0,1,August,August,0,0.0
2020-08-03,2020-08-03,2020-08-03,1,DSM,SA,2,0,0,Tarde,147.66,0.0,0.0,0.0,1,August,August,0,0.0
2020-08-27,2020-08-21,2020-08-03,4,EM,PC,2,1,0,Tarde,624.0,33.36,83.4,83.4,1,August,August,24,0.72
2020-08-27,2020-08-21,2020-08-03,4,EM,PC,2,1,0,Tarde,624.0,33.36,83.4,83.4,1,August,August,24,0.72
2020-08-25,2020-08-06,2020-08-03,3,EC,SA,2,0,0,Tarde,226.86,0.0,0.0,0.0,1,August,August,22,0.1304347826086956
2020-08-25,2020-08-06,2020-08-03,3,EC,SA,2,0,0,Tarde,226.86,0.0,0.0,0.0,1,August,August,22,0.1304347826086956
2020-08-31,2020-08-11,2020-08-03,3,EC,MPA,2,2,0,Noche,459.98001,21.75,54.36,0.0,1,August,August,28,0.2758620689655172
2020-08-31,2020-08-11,2020-08-03,3,EC,MPA,2,2,0,Noche,459.98001,21.75,54.36,0.0,1,August,August,28,0.2758620689655172
2020-08-21,2020-08-11,2020-08-03,2,DSC,PC,3,0,0,Noche,221.86,11.94,29.84,29.84,2,August,August,18,0.4210526315789473
2020-08-21,2020-08-11,2020-08-03,2,DSC,PC,3,0,0,Noche,221.86,11.94,29.84,29.84,2,August,August,18,0.4210526315789473
2020-08-21,2020-08-11,2020-08-03,2,DSC,PC,3,0,0,Noche,221.86,11.94,29.84,29.84,2,August,August,18,0.4210526315789473
2020-08-21,2020-08-11,2020-08-03,2,DSC,PC,3,0,0,Noche,221.86,11.94,29.84,29.84,2,August,August,18,0.4210526315789473
2020-08-22,2020-08-21,2020-08-03,6,EM,SA,2,0,0,Noche,701.26002,0.0,0.0,0.0,1,August,August,19,0.9
2020-08-22,2020-08-21,2020-08-03,6,EM,SA,2,0,0,Noche,701.26002,0.0,0.0,0.0,1,August,August,19,0.9
2020-08-04,2020-08-04,2020-08-03,2,EC,SA,2,0,0,Noche,278.56,0.0,0.0,0.0,1,August,August,1,0.5
2020-08-04,2020-08-04,2020-08-03,2,EC,SA,2,0,0,Noche,278.56,0.0,0.0,0.0,1,August,August,1,0.5
2020-08-14,2020-08-06,2020-08-03,2,EC,HD,2,0,0,Noche,227.44,9.48,0.0,0.0,1,August,August,11,0.25
2020-08-14,2020-08-06,2020-08-03,2,EC,HD,2,0,0,Noche,227.44,9.48,0.0,0.0,1,August,August,11,0.25
2020-08-14,2020-08-07,2020-08-03,2,DSC,HD,2,0,0,Noche,223.98,9.34,0.0,0.0,1,August,August,11,0.3333333333333333
2020-08-14,2020-08-07,2020-08-03,2,DSC,HD,2,0,0,Noche,223.98,9.34,0.0,0.0,1,August,August,11,0.3333333333333333
2020-08-31,2020-08-13,2020-08-03,4,EM,HD,2,0,0,Noche,310.65,12.96,0.0,0.0,1,August,August,28,0.3448275862068966
2020-08-31,2020-08-13,2020-08-03,4,EM,HD,2,0,0,Noche,310.65,12.96,0.0,0.0,1,August,August,28,0.3448275862068966
2020-08-17,2020-08-11,2020-08-03,5,EM,MPA,2,0,0,Ma̱ana,505.1,24.05,0.0,60.2,1,August,August,14,0.5333333333333333
2020-08-17,2020-08-11,2020-08-03,5,EM,MPA,2,0,0,Ma̱ana,505.1,24.05,0.0,60.2,1,August,August,14,0.5333333333333333
2020-08-21,2020-08-04,2020-08-03,2,EC,SA,2,0,0,Ma̱ana,271.92,0.0,0.0,0.0,2,August,August,18,0.0526315789473684
2020-08-21,2020-08-04,2020-08-03,2,EC,SA,2,0,0,Ma̱ana,271.92,0.0,0.0,0.0,2,August,August,18,0.0526315789473684
2020-08-21,2020-08-04,2020-08-03,2,EC,SA,2,0,0,Ma̱ana,271.92,0.0,0.0,0.0,2,August,August,18,0.0526315789473684
2020-08-21,2020-08-04,2020-08-03,2,EC,SA,2,0,0,Ma̱ana,271.92,0.0,0.0,0.0,2,August,August,18,0.0526315789473684
2020-08-04,2020-08-04,2020-08-03,3,DSM,SA,2,1,0,Ma̱ana,575.8499999999999,0.0,0.0,0.0,1,August,August,1,0.5
2020-08-04,2020-08-04,2020-08-03,3,DSM,SA,2,1,0,Ma̱ana,575.8499999999999,0.0,0.0,0.0,1,August,August,1,0.5
2020-08-07,2020-08-07,2020-08-04,2,EC,SA,2,0,0,Ma̱ana,294.08,0.0,0.0,0.0,1,August,August,3,0.75
2020-08-07,2020-08-07,2020-08-04,2,EC,SA,2,0,0,Ma̱ana,294.08,0.0,0.0,0.0,1,August,August,3,0.75
2020-08-14,2020-08-04,2020-08-04,3,EC,SA,2,0,0,Tarde,329.4,0.0,0.0,0.0,1,August,August,10,0.0
2020-08-14,2020-08-04,2020-08-04,3,EC,SA,2,0,0,Tarde,329.4,0.0,0.0,0.0,1,August,August,10,0.0
2020-08-14,2020-08-04,2020-08-04,3,DSC,SA,2,0,0,Tarde,283.44999,0.0,0.0,0.0,1,August,August,10,0.0
2020-08-14,2020-08-04,2020-08-04,3,DSC,SA,2,0,0,Tarde,283.44999,0.0,0.0,0.0,1,August,August,10,0.0
2020-08-14,2020-08-04,2020-08-04,3,EC,SA,2,0,0,Tarde,280.46001,0.0,0.0,0.0,1,August,August,10,0.0
2020-08-14,2020-08-04,2020-08-04,3,EC,SA,2,0,0,Tarde,280.46001,0.0,0.0,0.0,1,August,August,10,0.0
2020-08-17,2020-08-05,2020-08-04,2,EM,PC,2,0,0,Tarde,204.36,11.02,27.54,27.54,1,August,August,13,0.0714285714285714
2020-08-17,2020-08-05,2020-08-04,2,EM,PC,2,0,0,Tarde,204.36,11.02,27.54,27.54,1,August,August,13,0.0714285714285714
2020-08-20,2020-08-13,2020-08-04,3,EM,HD,2,0,0,Tarde,443.91,18.51,0.0,0.0,1,August,August,16,0.5294117647058824
2020-08-20,2020-08-13,2020-08-04,3,EM,HD,2,0,0,Tarde,443.91,18.51,0.0,0.0,1,August,August,16,0.5294117647058824
2020-08-30,2020-08-22,2020-08-04,2,EM,PC,2,0,0,Tarde,190.74,10.3,25.76,25.76,1,August,August,26,0.6666666666666667
2020-08-30,2020-08-22,2020-08-04,2,EM,PC,2,0,0,Tarde,190.74,10.3,25.76,25.76,1,August,August,26,0.6666666666666667
2020-08-16,2020-08-11,2020-08-04,1,EC,HD,2,0,0,Tarde,89.01,3.71,0.0,0.0,1,August,August,12,0.5384615384615384
2020-08-16,2020-08-11,2020-08-04,1,EC,HD,2,0,0,Tarde,89.01,3.71,0.0,0.0,1,August,August,12,0.5384615384615384
2020-08-21,2020-08-05,2020-08-04,3,EM,PC,3,0,0,Tarde,451.89,24.18,60.45,60.45,1,August,August,17,0.0555555555555555
2020-08-21,2020-08-05,2020-08-04,3,EM,PC,3,0,0,Tarde,451.89,24.18,60.45,60.45,1,August,August,17,0.0555555555555555
2020-08-10,2020-08-05,2020-08-04,2,EM,HD,3,0,0,Noche,311.22,12.96,0.0,0.0,1,August,August,6,0.1428571428571429
2020-08-10,2020-08-05,2020-08-04,2,EM,HD,3,0,0,Noche,311.22,12.96,0.0,0.0,1,August,August,6,0.1428571428571429
2020-08-27,2020-08-04,2020-08-04,4,DVM,SA,2,0,0,Noche,563.32,0.0,0.0,0.0,1,August,August,23,0.0
2020-08-27,2020-08-04,2020-08-04,4,DVM,SA,2,0,0,Noche,563.32,0.0,0.0,0.0,1,August,August,23,0.0
2020-08-21,2020-08-05,2020-08-04,3,EC,PC,3,0,0,Noche,539.18001,28.77,71.94,71.94,1,August,August,17,0.0555555555555555
2020-08-21,2020-08-05,2020-08-04,3,EC,PC,3,0,0,Noche,539.18001,28.77,71.94,71.94,1,August,August,17,0.0555555555555555
2020-08-05,2020-08-04,2020-08-04,1,EC,HD,2,2,0,Noche,155.95,6.5,0.0,0.0,1,August,August,1,0.0
2020-08-05,2020-08-04,2020-08-04,1,EC,HD,2,2,0,Noche,155.95,6.5,0.0,0.0,1,August,August,1,0.0
2020-08-18,2020-08-10,2020-08-04,3,EC,MPA,2,0,0,Noche,289.71,13.830000000000002,0.0,34.56,1,August,August,14,0.4
2020-08-18,2020-08-10,2020-08-04,3,EC,MPA,2,0,0,Noche,289.71,13.830000000000002,0.0,34.56,1,August,August,14,0.4
2020-08-28,2020-08-18,2020-08-04,2,EC,SA,2,0,0,Noche,151.24,0.0,0.0,0.0,1,August,August,24,0.56
2020-08-28,2020-08-18,2020-08-04,2,EC,SA,2,0,0,Noche,151.24,0.0,0.0,0.0,1,August,August,24,0.56
2020-08-28,2020-08-12,2020-08-05,2,EC,SA,2,0,0,Ma̱ana,151.24,0.0,0.0,0.0,1,August,August,23,0.2916666666666666
2020-08-28,2020-08-12,2020-08-05,2,EC,SA,2,0,0,Ma̱ana,151.24,0.0,0.0,0.0,1,August,August,23,0.2916666666666666
2020-08-28,2020-08-12,2020-08-05,2,EC,SA,2,0,0,Ma̱ana,151.24,0.0,0.0,0.0,1,August,August,23,0.2916666666666666
